year,yr,month,allitems,food_non_alcoholic,beverages,clothing,utilities,furnishing,health,transport,communication,recreation,education,restaurant,miscellaneous,CPI excluding unprocessed food and petrol,food,bread &cereals,Meat,fish,dairy,oils_fats,fruits,vegetables,sugar,Food products n.e.c.,location,treatment,offexch,paraexch,goprice_usd,pprice
Apr-07,2007,4,53.49,48.1,67.27,0,65.75,53.05,0,57.95,0,65.89,0,73.9,68.92,75.09,45.75,53.71,61.91,58.8,51.92,50,35.93,32.59,48.74,71.76,Juba,yes,2.95,,65.06,
May-07,2007,5,56.45,50.99,67.27,0,73.23,53.69,0,57.95,0,65.89,0,73.71,68.92,77.1,48.9,55.32,61.23,56.49,51.92,50,41,39.35,51.26,75.32,Juba,yes,2.95,,65.16,
Jun-07,2007,6,56.2,51.33,67.54,0,65.93,66.01,0,57.95,0,57.94,0,78.4,70.64,77.95,49.1,59.62,62.85,63.18,53.1,50,38.75,35.57,50.29,75.81,Juba,yes,2.95,,68.19,
Jul-07,2007,7,57.87,51.19,67.54,0,76.79,60.04,0,44.04,0,59.53,0,69.55,90.83,78.88,48.99,58.87,60.83,65.37,52.25,50,44,33.83,50.25,75.46,Juba,yes,2.95,,73.6,
Aug-07,2007,8,58.87,53.22,66.56,0,77.31,68.6,0,42.05,0,59.53,0,75.87,79.69,80.48,51.14,62.65,64.4,65.6,56.05,50,46.52,34.39,51,76.34,Juba,yes,2.95,,70.13,
Sep-07,2007,9,62.16,55.65,81.9,0,87.36,61.51,0,46.03,0,59.53,0,74.52,77.91,86.09,53.55,67.19,70.63,87.7,57.02,75,41.28,33.77,47.85,80.16,Juba,yes,2.95,,76.76,
Oct-07,2007,10,65.5,61.42,77.87,0,78.99,62.04,0,46.03,0,59.53,0,72.27,88.91,83.87,59.58,64.6,66.69,76.95,59.09,65.63,47.1,56.31,53.07,78.19,Juba,yes,2.95,,81.97,
Nov-07,2007,11,65.53,60.36,70.74,0,89.98,62.38,0,43.64,0,62.71,0,74.64,81.53,84.54,58.51,67.75,69.71,72.95,53.81,53.13,60.92,46.04,50.71,75.23,Juba,yes,2.95,,91.34,
Dec-07,2007,12,62.93,59.3,65.63,0,74.29,67.53,0,46.03,0,65.89,0,73.6,83.21,81.99,57.33,68.05,61.49,72.36,53.13,59.38,46.11,49.39,50.25,104.05,Juba,yes,2.95,,89.52,
Jan-08,2008,1,71.16,69.46,67.33,0,76.46,63.82,0,72.17,0,59.53,0,77.48,82.33,86.53,67.89,83.77,72.97,91.64,64.74,59.38,55.22,58.48,48.72,101.23,Juba,yes,2.95,3.58,90.69,
Feb-08,2008,2,65.56,62.27,67.47,0,71.94,65.49,0,76.15,0,59.53,0,78.43,76.45,85.36,60.44,70.63,67.12,78.73,60.24,43.75,47.82,53.83,51.19,104.9,Juba,yes,2.95,3.65,93.39,
Mar-08,2008,3,65.44,61.22,68.84,0,79.3,69.49,0,76.15,0,59.53,0,77.44,68.14,86.71,59.32,67.69,74.28,72.86,68.25,62.5,51.76,46.05,51,104.49,Juba,yes,2.95,3.72,101.84,
Apr-08,2008,4,67.26,62.47,65.91,0,77.14,67.94,0,76.15,0,59.53,0,74.26,91.5,86.77,60.62,70.07,74.24,76.35,64.16,59.38,53.55,48.63,49.08,105.7,Juba,yes,2.95,3.79,108.76,
May-08,2008,5,69.77,64.65,70.18,0,82.59,69.28,0,80.12,0,59.53,0,74.93,90.89,87.99,62.86,72.88,75,71.93,62.81,68.75,55.87,51.12,54.79,109.01,Juba,yes,2.95,3.87,122.63,
Jun-08,2008,6,69.12,64.33,67.96,0,78.3,70.82,0,80.12,0,59.53,0,73.83,93.85,88.96,62.53,75.4,73.24,79.73,65.89,75,55.1,43.64,64.68,109.22,Juba,yes,2.95,3.94,131.52,
Jul-08,2008,7,72.39,68.35,67.96,0,81.34,69.64,0,80.12,0,59.53,0,73.83,96.57,89.72,66.68,82.95,73.43,76.76,68.48,75,61.64,49.09,59.04,107.87,Juba,yes,2.95,4.01,132.83,
Aug-08,2008,8,72.26,66.72,68.1,0,84.56,70.02,0,80.12,0,59.53,0,76.35,104.47,91.77,64.93,88.19,70.31,70.21,72.48,75,53.46,41.56,60.86,128.51,Juba,yes,2.95,4.08,114.57,
Sep-08,2008,9,72.35,68.67,68.58,0,77.87,73.36,0,76.15,0,79.77,0,79.45,96.72,91.26,66.76,88.31,71.14,69.98,68.97,75,56.91,48.25,59.04,107.94,Juba,yes,2.95,4.15,99.66,
Oct-08,2008,10,72.21,67.44,70.59,0,79.24,73.86,0,86.09,0,80.59,0,80.39,96.49,91.5,65.75,88.94,74.54,72.47,68.26,75,48.34,46.78,58.17,117.82,Juba,yes,2.95,4.22,72.69,
Nov-08,2008,11,71.53,67.55,69.59,0,77.37,68.9,0,80.12,0,82.94,0,80.44,94.94,87.81,65.78,77.48,70.49,83.42,69.17,78.25,61.66,50.54,54.85,122.76,Juba,yes,2.95,4.29,53.97,
Dec-08,2008,12,70.97,66.38,84.98,0,78.93,74.15,0,76.15,0,81.36,0,79.85,88.37,88.05,64.58,74.4,72.25,47.28,67.28,75,56.55,59.5,50.73,103.33,Juba,yes,2.95,4.36,41.34,
Jan-09,2009,1,75.61,73.99,69,0,79.58,71.78,0,72.17,0,79.77,0,76.51,91.63,90.05,72.43,92.81,70.54,70.62,71.57,71.88,54.99,64.01,56.23,127.69,Juba,yes,2.95,4.44,43.86,
Feb-09,2009,2,69.61,66.32,68.58,0,74.56,71.89,0,70.98,0,86.12,0,80.71,88.44,92.44,64.52,88.65,72.47,74.68,67.21,75,45.31,45.21,55.79,119.04,Juba,yes,2.95,4.51,41.84,
Mar-09,2009,3,71.17,68.27,67.82,0,77.17,70.15,0,72.17,0,79.77,0,84.36,86.73,89.21,66.52,83.59,75.44,83.5,70.58,72,51.59,49.88,60.16,122.28,Juba,yes,2.95,4.58,46.65,
Apr-09,2009,4,73.22,68,68.58,0,88.13,75.44,0,83.66,0,79.77,0,80.89,89.66,95.07,66.23,90.74,67.55,74.65,70.02,65.75,48.64,45.32,71.69,123.3,Juba,yes,2.95,4.65,50.28,
May-09,2009,5,72.58,66.35,73.35,0,85.81,75.21,0,86.04,0,79.77,0,82.45,97.9,92.93,64.54,77.64,76.56,95.1,67.54,72,58.74,42.17,63.6,137.74,Juba,yes,2.95,4.72,58.15,
Jun-09,2009,6,73.73,68.43,72.54,0,90.56,73.82,0,71.62,0,79.77,0,87.7,93.06,94.46,66.69,88.07,72.04,98.53,68.34,62.5,58.44,43.86,58.05,117.2,Juba,yes,2.95,4.79,69.15,
Jul-09,2009,7,72.47,67.14,68.23,0,87.81,74.08,0,71.62,0,79.77,0,94.23,92.77,92.28,65.35,88.15,72.04,84.4,68.34,62.5,56.78,42.3,56.95,119.74,Juba,yes,2.95,4.86,64.67,
Aug-09,2009,8,72.65,67.87,67.96,0,85.06,74.76,0,71.62,0,79.77,0,98.85,92.11,89.96,66.1,89.41,72.04,83.94,68.34,62.5,54.44,44.22,58.22,127.69,Juba,yes,2.95,4.93,71.63,
Sep-09,2009,9,73.44,68.48,68.58,0,81.04,76.58,0,78.77,0,100,0,85.62,102.35,89.81,67.25,85.4,71.69,77.21,72.11,75,61.14,45.63,67.53,126.76,Juba,yes,2.95,5.01,68.35,
Oct-09,2009,10,77.14,72.68,85.26,0,84.33,84.08,0,72.97,0,100,0,86.07,101.14,93.56,71.41,90.9,71.91,82.28,73.14,68.75,53.88,57.15,71.32,124.01,Juba,yes,2.95,5.08,74.08,
Nov-09,2009,11,77.91,74.66,68.23,0,81.58,83.44,0,82.91,0,100,0,84.36,100.19,91.26,73.76,87.41,71.91,76.98,70.58,62.5,85.38,53.08,82.47,121.45,Juba,yes,2.95,5.15,77.55,
Dec-09,2009,12,72.54,67.42,69.8,0,80.59,82.33,0,78.77,0,89.88,0,92.19,96.31,88.11,66.26,76.02,72.38,75.42,69.86,70.75,58,53.13,68.67,126.58,Juba,yes,2.95,5.22,74.88,
Jan-10,2010,1,74.75,69.36,68.86,0,86.13,83,0,78.77,0,89.88,0,92.26,98.96,88.58,68.32,78.08,70.14,71.87,70.74,70.75,64.29,55.26,73.22,127.12,Juba,yes,2.95,5.29,77.12,
Feb-10,2010,2,73.41,67.39,71.43,0,81.77,99.26,0,78.77,0,100,0,86.99,100.19,87.93,66.28,73.93,73.27,72.37,75.46,70.88,58.98,53.25,69.88,126.85,Juba,yes,2.95,5.36,74.76,
Mar-10,2010,3,73.17,68.93,79.85,0,76.02,83.37,0,80.12,0,93.12,0,72.79,98.57,85.97,67.85,78.78,77.04,72.51,71.18,75,56.96,55.74,65.5,126.58,Juba,yes,2.95,5.43,79.3,
Apr-10,2010,4,73.98,70.51,82.42,0,71.68,84.32,0,80.12,0,93.12,0,91.48,96.48,87.06,69.49,77.98,82.81,78.77,70.25,75,58.87,56.5,75.6,127.12,Juba,yes,2.95,5.51,84.18,
May-10,2010,5,73.59,67.84,87.83,0,79.39,82.35,0,80.12,0,100,0,91.68,100.19,89.21,66.76,73.81,84.5,84.66,70.02,70.75,60.15,49.25,76.02,127.12,Juba,yes,2.95,5.58,75.62,
Jun-10,2010,6,73.79,67.86,71.43,0,84.37,82.69,0,80.12,0,86.65,0,100.59,99.58,89.37,66.76,72.49,85.59,80.49,79.61,58.25,61.68,49.25,76.41,119.04,Juba,yes,2.95,5.65,74.73,
Jul-10,2010,7,72.42,66.63,71.43,0,81.95,82.98,0,80.12,0,100,0,89.33,97.73,89.72,65.51,75.93,71.09,86.91,73.71,75,57.69,45.51,79.35,127.12,Juba,yes,2.95,5.72,74.58,
Aug-10,2010,8,73.49,67.25,71.43,0,86.33,76.2,0,78.77,0,65.89,0,95.6,104.87,89.48,66.08,73.88,81.37,86.25,74.56,70.75,62.43,46.61,70.44,126.4,Juba,yes,2.95,5.79,75.83,
Sep-10,2010,9,72.01,67.2,68.86,0,79.55,75.51,0,80.12,0,106.36,0,87.77,94.38,85.92,66.06,75.25,83.03,86.25,71.7,62.5,56.74,47.98,74.8,126.04,Juba,yes,2.95,5.86,76.12,
Oct-10,2010,10,74.76,70.87,71.43,0,79.35,74.77,0,80.12,0,100,0,91.68,97.73,87.29,69.86,88.05,79.91,84.29,76.68,75,53.28,50.86,69.93,126.94,Juba,yes,2.95,5.93,81.72,
Nov-10,2010,11,75.21,69.86,71.43,0,80.63,77.54,0,80.12,0,100,0,91.68,112.03,91.94,68.81,78.85,84.36,98.84,80.42,70.75,65.83,45.92,68.89,127.13,Juba,yes,2.95,6,84.53,
Dec-10,2010,12,81.81,80.85,71.43,0,76.57,75.83,0,80.12,0,100,0,106.86,103.18,90.86,80.07,92.07,87.84,103.26,85.61,62.5,60.55,71.51,75.44,127.13,Juba,yes,2.95,6.08,90.01,
Jan-11,2011,1,91.71,90.23,71.43,0,82.31,81.94,0,134.8,0,100,0,107.04,107.09,98.99,89.75,99.71,87.72,103.26,87.6,100,74.44,84.9,85.88,127.13,Juba,yes,2.95,6.15,92.69,4
Feb-11,2011,2,91.82,90.9,84.3,0,88.93,113.37,0,88.87,0,100,0,97.16,101.83,100.2,90.31,98.12,84.24,108.67,89.1,100,74.65,87.42,86.98,133.33,Juba,yes,2.95,6.22,97.91,4
Mar-11,2011,3,88.57,85.62,89.71,0,88.73,123.33,0,88.07,0,100,0,99.2,100.19,100.77,84.25,93.7,89.69,98.93,94.41,100,69.14,68.64,101.35,130.5,Juba,yes,2.95,6.29,108.65,4
Apr-11,2011,4,101.97,101.54,106.11,0,95.48,138.35,0,88.07,0,100,0,107.83,110.35,107.17,100.97,122.46,99.73,134.46,102.4,100,77.9,86.73,95.34,132.13,Juba,yes,2.95,6.36,116.24,4
May-11,2011,5,95.34,93.78,94.86,0,89.86,149.22,0,88.07,0,100,0,107.83,100.99,99.91,92.93,108.33,93.24,111.89,82.38,100,79.5,80.31,100,133.04,Juba,yes,2.95,6.43,108.07,4
Jun-11,2011,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Juba,yes,2.95,6.5,105.85,7
Jul-11,2011,7,107.31,105.32,89.5,93.53,92.2,107.79,161.52,99.1,93.06,100,100,117.49,101.7,109.57,105.19,117.35,112.26,91.38,94.53,100,106.04,86.58,116.55,98.91,Juba,yes,2.95,6.57,107.92,5
Aug-11,2011,8,114.85,106.7,110.97,106.86,104.01,126.97,199.5,99.1,114.81,99.16,93.75,124.68,112.79,123.32,106.58,112.96,115.06,133.98,103.38,116.67,108.39,80.24,124.4,93.95,Juba,yes,2.95,6.65,100.49,5
Sep-11,2011,9,111.77,104.72,108.3,105.21,106.1,123.71,187.84,100.3,96.3,107.89,93.75,114.81,111.32,123.48,103.77,97.69,111.53,138.79,98.04,141.67,102.75,80.01,155.16,122.31,Juba,yes,2.95,6.72,100.82,6
Oct-11,2011,10,117.3,113.07,119.58,111.81,105.47,124.1,187.84,102.3,94.44,106.11,93.75,124.76,109.8,123.65,113.03,106.31,125.96,118.69,100.46,108.33,156.37,90.08,155.16,125.81,Juba,yes,2.95,6.79,99.85,6
Nov-11,2011,11,122.65,115.8,137.51,115.74,119,141.88,192.7,102.01,94.44,106.67,93.75,143.83,117.03,130.4,114.93,105.89,118.95,154.54,103.96,133.33,131.36,100.54,149.64,101.49,Juba,yes,2.95,6.86,105.41,6
Dec-11,2011,12,127.66,118.44,219.01,162.98,114.11,141.36,186.42,102.01,97.22,144.91,93.75,123.97,129.77,136.59,118.01,106.1,126.7,115.41,108.27,125,190.4,99.45,149.64,99.89,Juba,yes,2.95,6.93,104.23,6
Jan-12,2012,1,131.06,117.76,142.63,154.52,119.72,163.88,238.11,102.01,87.04,151.58,93.75,146.1,140.73,141.42,118.16,100.9,126.38,133.11,122.05,125,180.5,111.33,127.58,98.15,Juba,yes,2.95,3.58,107.07,7
Feb-12,2012,2,130.22,125.4,141.75,135.01,116.14,149.05,209.11,102.01,95.83,144.91,93.75,127.21,126.73,133.15,125.65,101.86,120.71,134.62,120.63,125,265.5,113.49,127.58,96.76,Juba,yes,2.95,3.65,112.69,8
Mar-12,2012,3,133.81,119.43,138.39,146.23,133.01,140.6,305.62,102.01,100,100,93.75,135.84,111.08,145.99,119.17,115.8,123.8,154.54,117.04,125,127,106.22,136.1,100.23,Juba,yes,2.95,3.91,117.79,6
Apr-12,2012,4,129.26,121.36,140.71,118.38,104.4,126.31,235.3,120.72,86.11,142.74,156.22,120.46,119.02,139.25,120.82,111.73,137.21,142.99,156.13,125,101.29,119.7,127.58,137.19,Juba,yes,2.95,4.43,113.67,6
May-12,2012,5,159.06,171.55,191.02,141.08,134.78,164.17,164.47,101.67,103.7,151.58,156.22,161.38,115.83,146.33,173.21,166.04,159.75,171.15,152.31,125,302.12,164.46,144.13,149.74,Juba,yes,2.95,4.94,104.09,6
Jun-12,2012,6,163.72,171.33,174.9,152.09,129.48,169.12,179.42,141.76,107.41,143.58,156.22,172.96,144.52,154.75,172.28,172.17,161.73,171.16,140.03,125,331.17,140.87,140.89,173.32,Juba,yes,2.95,5.15,90.73,6
Jul-12,2012,7,159.01,166.58,235.94,169.04,129.23,191.53,142.46,103.34,100,121.23,156.22,158.02,139.66,150.96,166.35,151.57,172.34,156.19,194.31,125,344.85,135.57,145.64,126.97,Juba,yes,2.95,5.34,96.75,6
Aug-12,2012,8,163.81,166.62,213.2,163.57,201.96,191.7,155.16,103.34,101.85,144.91,156.22,180.76,135.36,160.69,166.88,160.86,175.77,229.11,131.4,125,328.35,114.91,140.89,185.2,Juba,yes,2.95,4.98,105.27,8
Sep-12,2012,9,157.26,149.74,175.94,159.4,198.84,195.43,210.5,103.34,107.41,131.58,156.22,173.01,142.02,162.85,149.33,162.34,168.83,148.2,131.91,125,219.65,102.98,144.13,156.52,Juba,yes,2.95,4.44,106.28,7
Oct-12,2012,10,150.02,140.88,180.94,164.04,190.43,180.89,186.11,103.34,111.11,138.25,156.22,169.53,147.1,157.43,140.02,136.25,165.29,140.41,127.35,125,232.43,107.56,133.09,129.98,Juba,yes,2.95,4.36,103.41,7
Nov-12,2012,11,177.35,186.67,187.91,164.17,171.86,189.23,217.65,123.06,88.89,172.63,156.22,173.91,137.36,166.09,187.95,165.56,169.06,160.74,126.14,125,652.3,104.54,133.09,180.88,Juba,yes,2.95,4.29,101.17,7
Dec-12,2012,12,154.69,149.88,203.35,155.45,200.11,184.17,191.55,103.64,94.44,172.63,156.22,153.37,129.28,157.95,150.38,153.12,172.31,138.64,132.09,125,237.8,115.91,144.13,152.73,Juba,yes,2.95,4.24,101.19,6
Jan-13,2013,1,162.14,169.74,225.84,158.86,129.47,170.17,183.77,103.34,91.67,126.32,156.22,156.96,154.51,150.97,170.32,154.37,165.62,137.4,120.37,125,530.82,102.87,138.61,106.73,Juba,yes,2.95,4.25,105.1,6
Feb-13,2013,2,144.28,133.61,231.26,178.13,140.57,178.34,169.25,103.34,100,172.63,156.22,183.83,134.12,155.1,132.05,138.48,165.85,123.28,124.35,125,138.59,105.94,144.13,128.52,Juba,yes,2.95,4.19,107.64,6
Mar-13,2013,3,145.17,130.05,174.06,160.46,146.32,171.79,241.01,103.34,96.3,172.63,156.22,177.99,148.15,158.84,128.62,130.3,167,130.55,146.83,125,137.97,99.82,138.61,131.3,Juba,yes,2.95,4.06,102.52,7
Apr-13,2013,4,139.39,131.47,166.36,162.29,134.39,171.94,164.52,103.34,85.19,151.58,156.22,182.35,147.01,147.39,130.18,143.49,168.47,129.61,135.58,116.67,106.1,100.57,138.61,129.01,Juba,yes,2.95,3.86,98.85,7
May-13,2013,5,146.02,136.42,174.71,145.04,132.47,173.64,225.05,103.34,100,167.37,156.22,179.68,136.11,155.29,134.17,131.9,163.24,130.68,142.34,125,167.38,114.63,138.61,102.46,Juba,yes,2.95,3.94,99.37,7
Jun-13,2013,6,141.72,130.44,235.04,150.01,177.08,160.01,138.25,103.34,110.19,162.11,156.22,190.08,155.35,151.6,129.01,131.22,166.59,151.1,112.34,125,149.06,98.68,122.06,152.53,Juba,yes,2.95,4.22,99.74,7
Jul-13,2013,7,142.74,132.46,229.57,160.1,150.01,158.79,136.28,123.06,97.22,136.32,156.22,209.69,157.86,150.54,131.9,128.83,165.52,188.44,149.09,125,148.9,101.13,133.09,98.62,Juba,yes,2.95,4.28,105.26,7
Aug-13,2013,8,138.27,130.84,161.94,164.25,113.69,161.09,162.71,108.02,101.85,137.02,165.08,186.3,146.93,144.49,129.7,132.55,164.64,137.43,135.48,100,148.01,104.21,133.09,123.02,Juba,yes,2.95,4.5,108.16,7
Sep-13,2013,9,157.81,151.83,154.49,156.36,132.91,159.74,270.94,108.02,96.3,167.37,165.08,185.89,146.93,159.61,150.79,156.81,160.21,129.43,125.43,108.33,299.6,112.7,105.52,143.03,Juba,yes,2.95,4.34,108.76,7
Oct-13,2013,10,147.46,147.44,166.26,155.47,128.23,151.55,167.48,106.68,92.59,172.63,165.08,183.11,145.96,147.17,146.96,174.95,167.62,160.22,128.03,116.67,173.42,91.37,133.09,178.25,Juba,yes,2.95,4.4,105.43,6
Nov-13,2013,11,150.37,146.88,194.99,175.52,136.93,169.8,161.65,106.68,97.22,191.23,165.08,193.54,140.7,151.83,146.62,145.07,166.46,122.78,153.32,116.67,238.44,117.21,144.13,151.17,Juba,yes,2.95,4.48,102.63,6
Dec-13,2013,12,144.29,136.5,193.17,183.74,115.42,168.48,170.74,106.68,91.67,174.04,165.08,193.56,145.5,149.35,135.5,143.8,161.57,158.64,140.38,108.33,169.2,96.23,138.61,128,Juba,yes,2.95,4.67,105.48,6
Jan-14,2014,1,152.74,149.46,174.91,162.56,113.04,155.89,220.53,106.68,100,166.98,165.08,192.96,142.03,153.89,148.99,161.23,173.15,156.62,155.53,116.67,218.53,104.2,127.58,127.56,Juba,yes,2.95,4.83,102.1,6
Feb-14,2014,2,145.62,146.27,172.29,146.51,118.6,167.42,144.9,106.68,96.3,166.14,165.08,189.52,140.52,143.92,145.68,140.27,167.23,213.97,130.25,125,218.09,104.19,149.64,149.39,Juba,yes,2.95,4.39,104.83,6
Mar-14,2014,3,140.4,135.97,168.35,156.13,114.26,169.02,149.28,106.68,91.67,158.25,165.08,190.11,144.83,145.63,134.46,131.81,163.18,113.22,123.81,125,180.2,115.15,144.13,127.7,Juba,yes,2.95,4.03,104.04,6
Apr-14,2014,4,137.98,131.09,176.39,168.25,110.18,163.73,149.28,106.68,94.44,147.72,165.08,189.8,147.26,142.97,129.81,150.43,164.08,142.44,121.34,108.33,125.07,86.67,127.58,129.58,Juba,yes,2.95,3.9,104.87,6
May-14,2014,5,140.86,136.28,178.45,149.7,162.42,150.61,134.63,106.68,93.15,147.72,165.08,186.32,146.73,146.34,134.61,147.35,165.7,153.04,123.75,116.67,182.34,89.46,122.06,101.53,Juba,yes,2.95,3.95,105.71,6
Jun-14,2014,6,148.58,150.79,173.72,132.34,169.81,159.54,128.79,106.68,91.67,164.91,165.08,188.75,143.75,143.92,150.82,137.76,160.15,169.18,130.23,125,386.21,91.81,122.06,149.49,Juba,yes,2.95,4.25,108.37,6
Jul-14,2014,7,152.95,152.59,166.78,144.78,191.39,157.04,144.9,106.68,92.59,155.79,165.08,216.14,142.06,149.45,152.68,138.96,167.54,180.68,130.32,116.67,413.39,81.84,125.86,151.12,Juba,yes,2.95,4.5,105.23,6
Aug-14,2014,8,159.3,156.23,168.54,138.27,182.79,145.32,242.17,106.68,92.59,155.79,165.08,184.33,146.86,157.51,156.62,137.36,165.48,246.87,130.32,125,390.66,92.65,114.83,176.46,Juba,yes,2.95,4.66,100.05,6
Sep-14,2014,9,154.26,143.02,176.74,136.56,193.28,161.22,242.17,106.68,87.96,171.58,165.08,197.62,145.85,160.09,142.21,140.78,168.06,182.27,108.67,108.33,306.25,79.85,122.06,125.52,Juba,yes,2.95,4.85,95.85,6
Oct-14,2014,10,149.16,135.8,180.39,138.09,193.21,167.7,212.87,106.68,88.89,187.37,165.08,200.27,147.45,158.61,135.02,125.05,167.16,192.77,130.98,116.67,268.03,78.44,122.06,150.12,Juba,yes,2.95,5.1,86.08,8
Nov-14,2014,11,193.64,210,214.65,190.1,190.43,176.54,212.87,106.68,92.59,187.37,165.08,209.99,152.1,168.46,212.64,143.34,181.83,144.53,163.9,116.67,1022.18,105.94,133.09,152.79,Juba,yes,2.95,5.65,76.99,8
Dec-14,2014,12,158.98,141.93,231.61,208.23,181.65,179.03,232.4,106.68,85.19,192.63,165.08,214.73,157.38,173.35,140.32,135.57,188.25,140.52,177.43,116.67,194.01,106.4,131.38,152.16,Juba,yes,2.95,5.82,60.7,7
Jan-15,2015,1,161.9,145.61,211.99,175.83,157.85,176.28,291.76,106.68,95.83,176.84,165.08,212.85,151.15,176.2,143.45,133.74,188.89,142.69,146,125,222.46,110.41,138.97,177.17,Juba,yes,2.95,6.26,47.11,7
Feb-15,2015,2,166.62,158.67,203.13,191.1,207.3,194.84,208.58,106.68,95.83,171.58,165.08,204.24,152.27,171.71,157.51,153.36,189.83,145.77,142.77,133.33,344.44,100.33,129.86,130.44,Juba,yes,2.95,6.51,54.79,8
Mar-15,2015,3,166.02,158.5,198.8,180.17,188.03,178.36,224.85,106.68,97.22,195.26,165.08,211.2,156.9,172.58,157.71,151.54,196.21,146.98,158.92,125,265.3,114.74,165.23,180.17,Juba,yes,2.95,7.1,52.83,9
Apr-15,2015,4,175.29,161.26,447.08,193.61,185.56,190.83,208.58,106.68,98.61,176.84,165.08,219.16,158.21,188.91,159.71,150.95,234.51,183.89,165.38,150,161.31,127.92,168.47,189.45,Juba,yes,2.95,8.34,57.54,7
May-15,2015,5,193,192.51,252.8,215.84,179.92,224.41,223.16,106.68,87.5,178.11,165.08,261.58,195.01,195.91,191.43,187.99,268.2,201,231.56,166.67,180.03,160.71,172.06,274.65,Juba,yes,2.95,10.41,62.51,7
Jun-15,2015,6,231.34,232.61,307.42,284.87,194.44,284.48,296.42,106.68,86.11,226.84,165.08,277.2,239.44,234.26,231.55,209.38,314.5,259.83,278.71,183.33,290.26,200.41,216.55,276.08,Juba,yes,2.95,10.71,61.31,9
Jul-15,2015,7,231.89,247.07,248.67,250.3,163.91,286.11,252.46,106.68,127.78,212.21,165.08,272.38,221.65,219.72,246.59,204.03,303.21,315.96,252.76,216.67,583.16,166.19,188.61,239.03,Juba,yes,2.95,12.82,54.34,15
Aug-15,2015,8,245.98,260.48,244.81,249.32,187.03,305.56,252.46,106.68,98.61,231.12,165.08,314.39,302.96,236.84,259.17,253.88,316.66,238.22,280.42,258.33,459.81,175.46,238.43,283.99,Juba,yes,2.95,14.9,45.69,14
Sep-15,2015,9,288.09,330.4,266.74,369.24,204.65,326.7,252.46,106.68,125,256.95,165.08,288.65,234.37,253.97,331.92,289.97,415.49,409.01,324.42,275,788.05,202.32,255.16,355.86,Juba,yes,2.95,15.72,46.28,13
Oct-15,2015,10,296.13,329.26,268.59,415.58,188.78,387.08,237.88,106.68,127.78,283.16,165.08,356,281.14,272.6,326.4,256.16,328.78,290.02,351.33,250,950.11,237.31,270.56,368.09,Juba,yes,2.95,17.5,46.96,20
Nov-15,2015,11,319.77,340.27,370.31,540.25,249.92,384.88,252.46,106.68,168.52,276.49,165.08,418.65,330.02,316.28,336.91,328.37,388.46,370.93,444.04,300,440.67,268.22,321.7,435.59,Juba,yes,2.95,17.37,43.11,26
Dec-15,2015,12,330.48,348.47,441,561.44,262.24,425.02,252.46,106.68,127.78,313.68,165.08,446.44,333.34,328.73,345.36,352.98,416.68,354.05,451.66,350,317.98,286.4,342.05,457,Juba,yes,10.80270806,19.02,36.57,40
Jan-16,2016,1,409.54,437.89,567.77,626.87,294.49,523.12,255.03,312.86,127.78,283.16,165.08,558.29,372.13,402.84,430.9,498.8,515.2,353.06,515.12,416.67,326.07,357.77,344.23,500.77,Juba,yes,18.66799759,22.72,29.78,34
Feb-16,2016,2,488.79,517.02,564.86,922.07,348.74,722.97,252.46,372.02,194.44,441.4,165.08,556.25,492.45,483.76,512.82,527.51,553.68,759.07,572.86,500,312.72,461.09,553.36,531.74,Juba,yes,21.60296692,31.65,31.03,38
Mar-16,2016,3,540.85,562.15,1184.27,823.36,409.34,738.74,252.46,372.02,229.63,478.6,165.08,608.62,590.24,550.24,554.19,550.82,530.67,657.39,753.37,558.33,540.53,470.21,694.84,708.82,Juba,yes,32.24773065,38.07,37.34,56
Apr-16,2016,4,638.94,673.26,925.5,1130.81,566.9,973.69,362.24,372.02,286.11,435.26,165.08,646.44,644.39,644.47,669.58,672.44,747.75,814.36,813,850,530,559.57,750,845.07,Juba,yes,31.89387458,32.82,40.75,68
May-16,2016,5,767.64,746.45,1657,1128.9,572.26,786.62,1131.27,372.02,227.78,439.47,165.08,1075.23,776.67,800.54,751.22,757.82,735.81,985.05,1145.88,687.5,859.43,585.51,751.8,1014.27,Juba,yes,32.32257097,35.98,45.94,93
Jun-16,2016,6,687.31,729.4,843,1138.21,745.9,1086.34,354.95,372.02,233.33,555.26,165.08,664.29,754.76,688.11,720.8,698.67,802.16,769.07,877.74,850,632.22,655.43,809.95,921.96,Juba,yes,38.572805,45.32,47.69,59
Jul-16,2016,7,1217.04,1436.88,1610.5,1594.33,1335.77,1318.33,640.33,372.02,333.33,459.96,165.08,1211.63,1091.47,1077.76,1452.55,1604.5,967.29,1954.78,1613.2,1250,1150.25,1461.14,1370.06,1388.2,Juba,yes,45.03086452,58.15,44.13,62
Aug-16,2016,8,1246.59,1356.86,2521.05,1561.02,1918.44,1564.86,612.79,372.02,310,886.42,165.08,1357.29,985.79,1183.52,1360.17,1709.39,1057.11,2349.23,1481.42,1375,358.99,1053.95,1358.52,1418.32,Juba,yes,55.09406129,69.35,44.88,61
